tweet,original_sentiment,conllu_parse
@charliekirk11 Coronavirus.....overkill...flu kills more people. But yes close the borders.,positive,"# text = @charliekirk11 Coronavirus.....overkill...flu kills more people.
1	@charliekirk11	@charliekirk11	PROPN	NNP	_	2	compound	_	_
2	Coronavirus	Coronavirus	PROPN	NNP	_	7	nsubj	_	_
3	.....	.....	PROPN	NNP	_	2	punct	_	_
4	overkill	overkill	PROPN	NNP	_	2	appos	_	_
5	...	...	PUNCT	:	_	4	punct	_	_
6	flu	flu	NOUN	NN	_	4	appos	_	_
7	kills	kill	VERB	VBZ	_	0	ROOT	_	_
8	more	more	ADJ	JJR	_	9	amod	_	_
9	people	people	NOUN	NNS	_	7	dobj	_	_
10	.	.	PUNCT	.	_	7	punct	_	_

# text = But yes close the borders.
1	But	but	CCONJ	CC	_	3	cc	_	_
2	yes	yes	INTJ	UH	_	3	intj	_	_
3	close	close	VERB	VB	_	0	ROOT	_	_
4	the	the	DET	DT	_	5	det	_	_
5	borders	border	NOUN	NNS	_	3	dobj	_	_
6	.	.	PUNCT	.	_	3	punct	_	_"
#coronavirus #medicine #brand #found #Confused,negative,"# text = #coronavirus #medicine #brand #found #Confused
1	#	#	SYM	$	_	7	nmod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	4	nmod	_	_
3	#	#	SYM	$	_	4	nmod	_	_
4	medicine	medicine	NOUN	NN	_	1	pobj	_	_
5	#	#	SYM	$	_	6	det	_	_
6	brand	brand	NOUN	NN	_	4	appos	_	_
7	#	#	SYM	$	_	8	dep	_	_
8	found	find	VERB	VBN	_	0	ROOT	_	_
9	#	#	SYM	$	_	8	dep	_	_
10	Confused	confuse	VERB	VBN	_	8	ccomp	_	_"
someone in my country got corona virus oh fuck,negative,"# text = someone in my country got corona virus
1	someone	someone	PRON	NN	_	5	nsubj	_	_
2	in	in	ADP	IN	_	1	prep	_	_
3	my	my	PRON	PRP$	_	4	poss	_	_
4	country	country	NOUN	NN	_	2	pobj	_	_
5	got	get	VERB	VBD	_	0	ROOT	_	_
6	corona	corona	PROPN	NNP	_	7	compound	_	_
7	virus	virus	NOUN	NN	_	5	dobj	_	_

# text = oh fuck
1	oh	oh	INTJ	UH	_	2	intj	_	_
2	fuck	fuck	NOUN	NN	_	0	ROOT	_	_"
@Foxsyatin @enderdragonpig Coronavirus is more successful than Germany geez,positive,"# text = @Foxsyatin @enderdragonpig Coronavirus is more successful than Germany geez
1	@Foxsyatin	@Foxsyatin	PROPN	NNP	_	2	compound	_	_
2	@enderdragonpig	@enderdragonpig	PROPN	NNP	_	3	compound	_	_
3	Coronavirus	Coronavirus	PROPN	NNP	_	4	nsubj	_	_
4	is	be	AUX	VBZ	_	0	ROOT	_	_
5	more	more	ADV	RBR	_	6	advmod	_	_
6	successful	successful	ADJ	JJ	_	4	acomp	_	_
7	than	than	ADP	IN	_	6	prep	_	_
8	Germany	Germany	PROPN	NNP	_	7	pobj	_	_
9	geez	geez	NOUN	NN	_	4	dep	_	_"
Don't take away my coronavirus. I'm a responsible coronavirus owner.,neutral,"# text = Don't take away my coronavirus.
1	Do	do	AUX	VB	_	3	aux	_	_
2	n't	not	PART	RB	_	3	neg	_	_
3	take	take	VERB	VB	_	0	ROOT	_	_
4	away	away	ADV	RB	_	3	advmod	_	_
5	my	my	PRON	PRP$	_	6	poss	_	_
6	coronavirus	coronavirus	NOUN	NN	_	3	dobj	_	_
7	.	.	PUNCT	.	_	3	punct	_	_

# text = I'm a responsible coronavirus owner.
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	'm	be	AUX	VBP	_	0	ROOT	_	_
3	a	a	DET	DT	_	6	det	_	_
4	responsible	responsible	ADJ	JJ	_	6	amod	_	_
5	coronavirus	coronavirus	NOUN	NN	_	6	compound	_	_
6	owner	owner	NOUN	NN	_	2	attr	_	_
7	.	.	PUNCT	.	_	2	punct	_	_"
York person taken away by paramedics in hazmat suits tests NEGATIVE for coronavirus,negative,"# text = York person taken away by paramedics in hazmat suits tests NEGATIVE for coronavirus
1	York	York	PROPN	NNP	_	2	compound	_	_
2	person	person	NOUN	NN	_	10	nsubj	_	_
3	taken	take	VERB	VBN	_	2	acl	_	_
4	away	away	ADV	RB	_	3	advmod	_	_
5	by	by	ADP	IN	_	3	agent	_	_
6	paramedics	paramedic	NOUN	NNS	_	5	pobj	_	_
7	in	in	ADP	IN	_	6	prep	_	_
8	hazmat	hazmat	NOUN	NN	_	9	compound	_	_
9	suits	suit	NOUN	NNS	_	7	pobj	_	_
10	tests	test	VERB	VBZ	_	0	ROOT	_	_
11	NEGATIVE	NEGATIVE	PROPN	NNP	_	10	dobj	_	_
12	for	for	ADP	IN	_	10	prep	_	_
13	coronavirus	coronavirus	NOUN	NN	_	12	pobj	_	_"
Coronavirus sparks feverish trading in search of treatment,negative,"# text = Coronavirus sparks feverish trading in search of treatment
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	nsubj	_	_
2	sparks	spark	VERB	VBZ	_	0	ROOT	_	_
3	feverish	feverish	ADJ	JJ	_	4	amod	_	_
4	trading	trading	NOUN	NN	_	2	dobj	_	_
5	in	in	ADP	IN	_	2	prep	_	_
6	search	search	NOUN	NN	_	5	pobj	_	_
7	of	of	ADP	IN	_	6	prep	_	_
8	treatment	treatment	NOUN	NN	_	7	pobj	_	_"
Oh this is.. this is ruthless #ChaosChina #Coronavirus #CoronavirusOutbreak @WHO,negative,"# text = Oh this is.. this is ruthless #ChaosChina #Coronavirus #CoronavirusOutbreak @WHO
1	Oh	oh	INTJ	UH	_	3	intj	_	_
2	this	this	PRON	DT	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	..	..	PUNCT	NFP	_	3	punct	_	_
5	this	this	PRON	DT	_	6	nsubj	_	_
6	is	be	AUX	VBZ	_	3	ccomp	_	_
7	ruthless	ruthless	ADJ	JJ	_	13	amod	_	_
8	#	#	SYM	$	_	13	nmod	_	_
9	ChaosChina	ChaosChina	PROPN	NNP	_	10	nmod	_	_
10	#	#	SYM	$	_	13	nmod	_	_
11	Coronavirus	Coronavirus	PROPN	NNP	_	12	compound	_	_
12	#	#	SYM	$	_	13	compound	_	_
13	CoronavirusOutbreak	CoronavirusOutbreak	PROPN	NNP	_	6	attr	_	_
14	@WHO	@who	ADV	RB	_	3	punct	_	_"
Honest question …what's more viral: coronavirus or coronavirus news?,positive,"# text = Honest question …what's more viral: coronavirus or coronavirus news?
1	Honest	honest	ADJ	JJ	_	2	amod	_	_
2	question	question	NOUN	NN	_	0	ROOT	_	_
3	…	…	PUNCT	NFP	_	2	punct	_	_
4	what	what	PRON	WP	_	5	nsubj	_	_
5	's	be	AUX	VBZ	_	2	acl	_	_
6	more	more	ADV	RBR	_	7	advmod	_	_
7	viral	viral	ADJ	JJ	_	5	acomp	_	_
8	:	:	PUNCT	:	_	5	punct	_	_
9	coronavirus	coronavirus	NOUN	NN	_	5	attr	_	_
10	or	or	CCONJ	CC	_	9	cc	_	_
11	coronavirus	coronavirus	NOUN	NN	_	12	compound	_	_
12	news	news	NOUN	NN	_	9	conj	_	_
13	?	?	PUNCT	.	_	2	punct	_	_"
Coronavirus: iPhone maker Foxconn warns staff to keep away from Shenzhen production base | South China Morning Post,negative,"# text = Coronavirus: iPhone maker Foxconn warns staff to keep away from Shenzhen production base | South China Morning Post
1	Coronavirus	coronavirus	NOUN	NN	_	6	npadvmod	_	_
2	:	:	PUNCT	:	_	6	punct	_	_
3	iPhone	iPhone	PROPN	NNP	_	4	compound	_	_
4	maker	maker	NOUN	NN	_	5	compound	_	_
5	Foxconn	Foxconn	PROPN	NNP	_	6	nsubj	_	_
6	warns	warn	VERB	VBZ	_	0	ROOT	_	_
7	staff	staff	NOUN	NN	_	6	dobj	_	_
8	to	to	PART	TO	_	9	aux	_	_
9	keep	keep	VERB	VB	_	6	advcl	_	_
10	away	away	ADV	RB	_	9	advmod	_	_
11	from	from	ADP	IN	_	10	prep	_	_
12	Shenzhen	Shenzhen	PROPN	NNP	_	14	compound	_	_
13	production	production	NOUN	NN	_	14	compound	_	_
14	base	base	NOUN	NN	_	11	pobj	_	_
15	|	|	NOUN	NN	_	9	advmod	_	_
16	South	South	PROPN	NNP	_	17	compound	_	_
17	China	China	PROPN	NNP	_	19	compound	_	_
18	Morning	Morning	PROPN	NNP	_	19	compound	_	_
19	Post	Post	PROPN	NNP	_	6	dobj	_	_"
Think the Press Conference with Trump is going well. Good information and should continue having them as the coronavirus story unfolds.,positive,"# text = Think the Press Conference with Trump is going well.
1	Think	think	VERB	VB	_	0	ROOT	_	_
2	the	the	DET	DT	_	4	det	_	_
3	Press	Press	PROPN	NNP	_	4	compound	_	_
4	Conference	Conference	PROPN	NNP	_	8	nsubj	_	_
5	with	with	ADP	IN	_	4	prep	_	_
6	Trump	Trump	PROPN	NNP	_	5	pobj	_	_
7	is	be	AUX	VBZ	_	8	aux	_	_
8	going	go	VERB	VBG	_	1	ccomp	_	_
9	well	well	ADV	RB	_	8	advmod	_	_
10	.	.	PUNCT	.	_	1	punct	_	_

# text = Good information and should continue having them as the coronavirus story unfolds.
1	Good	good	ADJ	JJ	_	2	amod	_	_
2	information	information	NOUN	NN	_	5	nsubj	_	_
3	and	and	CCONJ	CC	_	2	cc	_	_
4	should	should	AUX	MD	_	5	aux	_	_
5	continue	continue	VERB	VB	_	0	ROOT	_	_
6	having	have	VERB	VBG	_	5	xcomp	_	_
7	them	they	PRON	PRP	_	6	dobj	_	_
8	as	as	SCONJ	IN	_	12	mark	_	_
9	the	the	DET	DT	_	11	det	_	_
10	coronavirus	coronavirus	NOUN	NN	_	11	compound	_	_
11	story	story	NOUN	NN	_	12	nsubj	_	_
12	unfolds	unfold	VERB	VBZ	_	6	advcl	_	_
13	.	.	PUNCT	.	_	5	punct	_	_"
Robert Steele: China Coronavirus -- My Appraisal via @phibiblog,neutral,"# text = Robert Steele: China Coronavirus -- My Appraisal via @phibiblog
1	Robert	Robert	PROPN	NNP	_	2	compound	_	_
2	Steele	Steele	PROPN	NNP	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	China	China	PROPN	NNP	_	5	compound	_	_
5	Coronavirus	Coronavirus	PROPN	NNP	_	2	appos	_	_
6	--	--	PUNCT	:	_	5	punct	_	_
7	My	my	PRON	PRP$	_	8	poss	_	_
8	Appraisal	Appraisal	PROPN	NNP	_	5	appos	_	_
9	via	via	ADP	IN	_	8	prep	_	_
10	@phibiblog	@phibiblog	PROPN	NNP	_	9	pobj	_	_"
Man all this coronavirus talk got me craving a corona,neutral,"# text = Man all this coronavirus talk got me craving a corona
1	Man	man	VERB	VB	_	6	nsubj	_	_
2	all	all	DET	PDT	_	5	predet	_	_
3	this	this	DET	DT	_	5	det	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	compound	_	_
5	talk	talk	NOUN	NN	_	1	appos	_	_
6	got	get	VERB	VBD	_	0	ROOT	_	_
7	me	I	PRON	PRP	_	8	nsubj	_	_
8	craving	crave	VERB	VBG	_	6	ccomp	_	_
9	a	a	DET	DT	_	10	det	_	_
10	corona	corona	NOUN	NN	_	8	dobj	_	_"
"Why people spreading Coronavirus round West Sussex, fuck off to Merseyside",negative,"# text = Why people spreading Coronavirus round West Sussex, fuck off to Merseyside
1	Why	why	SCONJ	WRB	_	3	advmod	_	_
2	people	people	NOUN	NNS	_	3	nsubj	_	_
3	spreading	spread	VERB	VBG	_	9	csubj	_	_
4	Coronavirus	Coronavirus	PROPN	NNP	_	5	compound	_	_
5	round	round	NOUN	NN	_	7	compound	_	_
6	West	West	PROPN	NNP	_	7	compound	_	_
7	Sussex	Sussex	PROPN	NNP	_	3	dobj	_	_
8	,	,	PUNCT	,	_	7	punct	_	_
9	fuck	fuck	NOUN	NN	_	0	ROOT	_	_
10	off	off	ADP	RP	_	9	prt	_	_
11	to	to	ADP	IN	_	9	prep	_	_
12	Merseyside	merseyside	NOUN	NN	_	11	pobj	_	_"
"@tiareolivia should of said ""you have the corona virus""",neutral,"# text = @tiareolivia should of said ""you have the corona virus""
1	@tiareolivia	@tiareolivia	PROPN	NNP	_	4	nsubj	_	_
2	should	should	AUX	MD	_	4	aux	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	said	say	VERB	VBD	_	0	ROOT	_	_
5	""	""	PUNCT	``	_	7	punct	_	_
6	you	you	PRON	PRP	_	7	nsubj	_	_
7	have	have	VERB	VBP	_	4	ccomp	_	_
8	the	the	DET	DT	_	10	det	_	_
9	corona	corona	PROPN	NNP	_	10	compound	_	_
10	virus	virus	NOUN	NN	_	7	dobj	_	_
11	""	""	PUNCT	''	_	4	punct	_	_"
"SCMP: Indonesia has 0 coronavirus infections so far, and it's making people fearful.",negative,"# text = SCMP: Indonesia has 0 coronavirus infections so far, and it's making people fearful.
1	SCMP	scmp	NOUN	NN	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	Indonesia	Indonesia	PROPN	NNP	_	4	nsubj	_	_
4	has	have	AUX	VBZ	_	1	acl	_	_
5	0	0	NUM	CD	_	7	nummod	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	infections	infection	NOUN	NNS	_	4	dobj	_	_
8	so	so	ADV	RB	_	9	advmod	_	_
9	far	far	ADV	RB	_	4	advmod	_	_
10	,	,	PUNCT	,	_	4	punct	_	_
11	and	and	CCONJ	CC	_	4	cc	_	_
12	it	it	PRON	PRP	_	14	nsubj	_	_
13	's	be	AUX	VBZ	_	14	aux	_	_
14	making	make	VERB	VBG	_	4	conj	_	_
15	people	people	NOUN	NNS	_	16	nsubj	_	_
16	fearful	fearful	ADJ	JJ	_	14	ccomp	_	_
17	.	.	PUNCT	.	_	14	punct	_	_"
"first WWIII, then the coronavirus, now kobe üòø",neutral,"# text = first WWIII, then the coronavirus, now kobe üòø
1	first	first	PROPN	NNP	_	2	compound	_	_
2	WWIII	WWIII	PROPN	NNP	_	9	nsubj	_	_
3	,	,	PUNCT	,	_	2	punct	_	_
4	then	then	ADV	RB	_	6	advmod	_	_
5	the	the	DET	DT	_	6	det	_	_
6	coronavirus	coronavirus	NOUN	NN	_	2	appos	_	_
7	,	,	PUNCT	,	_	2	punct	_	_
8	now	now	ADV	RB	_	9	advmod	_	_
9	kobe	kobe	VERB	VBP	_	0	ROOT	_	_
10	üòø	üòø	NOUN	NN	_	9	dobj	_	_"
@YusufDFI Only 10billion$ I expected corona virus as serious threatü§î that it would drain at least 100bn$ of their reserve,negative,"# text = @YusufDFI Only 10billion$ I expected corona virus as serious threatü§î that it would drain at least 100bn$ of their reserve
1	@YusufDFI	@yusufdfi	NUM	CD	_	3	nummod	_	_
2	Only	only	ADV	RB	_	3	advmod	_	_
3	10billion$	10billion$	PROPN	NNP	_	5	npadvmod	_	_
4	I	I	PRON	PRP	_	5	nsubj	_	_
5	expected	expect	VERB	VBD	_	0	ROOT	_	_
6	corona	corona	PROPN	NNP	_	7	compound	_	_
7	virus	virus	NOUN	NN	_	5	dobj	_	_
8	as	as	ADP	IN	_	5	prep	_	_
9	serious	serious	ADJ	JJ	_	10	amod	_	_
10	threatü§î	threatü§î	PROPN	NNP	_	8	pobj	_	_
11	that	that	SCONJ	IN	_	14	mark	_	_
12	it	it	PRON	PRP	_	14	nsubj	_	_
13	would	would	AUX	MD	_	14	aux	_	_
14	drain	drain	VERB	VB	_	5	ccomp	_	_
15	at	at	ADP	IN	_	16	advmod	_	_
16	least	least	ADJ	JJS	_	17	advmod	_	_
17	100bn$	100bn$	NUM	CD	_	14	dobj	_	_
18	of	of	ADP	IN	_	17	prep	_	_
19	their	their	PRON	PRP$	_	20	poss	_	_
20	reserve	reserve	NOUN	NN	_	18	pobj	_	_"
@VestiYm @AFP That water is more dangerous than the Coronavirus,negative,"# text = @VestiYm @AFP
1	@VestiYm	@vestiym	ADJ	JJ	_	0	ROOT	_	_
2	@AFP	@afp	X	FW	_	1	punct	_	_

# text = That water is more dangerous than the Coronavirus
1	That	that	DET	DT	_	2	det	_	_
2	water	water	NOUN	NN	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	more	more	ADV	RBR	_	5	advmod	_	_
5	dangerous	dangerous	ADJ	JJ	_	3	acomp	_	_
6	than	than	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	Coronavirus	Coronavirus	PROPN	NNP	_	6	pobj	_	_"
#Coronavirus hits Africa. One person has been tested positive.,neutral,"# text = #Coronavirus hits Africa.
1	#	#	SYM	$	_	2	det	_	_
2	Coronavirus	Coronavirus	PROPN	NNP	_	3	nsubj	_	_
3	hits	hit	VERB	VBZ	_	0	ROOT	_	_
4	Africa	Africa	PROPN	NNP	_	3	dobj	_	_
5	.	.	PUNCT	.	_	3	punct	_	_

# text = One person has been tested positive.
1	One	one	NUM	CD	_	2	nummod	_	_
2	person	person	NOUN	NN	_	5	nsubjpass	_	_
3	has	have	AUX	VBZ	_	5	aux	_	_
4	been	be	AUX	VBN	_	5	auxpass	_	_
5	tested	test	VERB	VBN	_	0	ROOT	_	_
6	positive	positive	ADJ	JJ	_	5	oprd	_	_
7	.	.	PUNCT	.	_	5	punct	_	_"
I would go to Cali with my mom but my children are worth more than a stupid coronavirus!,negative,"# text = I would go to Cali with my mom but my children are worth more than a stupid coronavirus!
1	I	I	PRON	PRP	_	3	nsubj	_	_
2	would	would	AUX	MD	_	3	aux	_	_
3	go	go	VERB	VB	_	0	ROOT	_	_
4	to	to	ADP	IN	_	3	prep	_	_
5	Cali	Cali	PROPN	NNP	_	4	pobj	_	_
6	with	with	ADP	IN	_	3	prep	_	_
7	my	my	PRON	PRP$	_	8	poss	_	_
8	mom	mom	NOUN	NN	_	6	pobj	_	_
9	but	but	CCONJ	CC	_	8	cc	_	_
10	my	my	PRON	PRP$	_	11	poss	_	_
11	children	child	NOUN	NNS	_	8	conj	_	_
12	are	be	AUX	VBP	_	3	advcl	_	_
13	worth	worth	ADJ	JJ	_	12	acomp	_	_
14	more	more	ADJ	JJR	_	13	npadvmod	_	_
15	than	than	ADP	IN	_	14	prep	_	_
16	a	a	DET	DT	_	18	det	_	_
17	stupid	stupid	ADJ	JJ	_	18	amod	_	_
18	coronavirus	coronavirus	NOUN	NN	_	15	pobj	_	_
19	!	!	PUNCT	.	_	3	punct	_	_"
"Bro this #Coronavirus thing is scary ,straight after they were putting Muslims in camps too.. God works differently",negative,"# text = Bro this #Coronavirus thing is scary ,straight after they were putting Muslims in camps too..
1	Bro	bro	VERB	VB	_	0	ROOT	_	_
2	this	this	DET	DT	_	5	det	_	_
3	#	#	SYM	$	_	2	dep	_	_
4	Coronavirus	Coronavirus	PROPN	NNP	_	5	compound	_	_
5	thing	thing	NOUN	NN	_	6	nsubj	_	_
6	is	be	AUX	VBZ	_	1	ccomp	_	_
7	scary	scary	ADJ	JJ	_	6	acomp	_	_
8	,	,	PUNCT	,	_	6	punct	_	_
9	straight	straight	ADV	RB	_	13	advmod	_	_
10	after	after	SCONJ	IN	_	13	mark	_	_
11	they	they	PRON	PRP	_	13	nsubj	_	_
12	were	be	AUX	VBD	_	13	aux	_	_
13	putting	put	VERB	VBG	_	6	advcl	_	_
14	Muslims	Muslims	PROPN	NNPS	_	13	dobj	_	_
15	in	in	ADP	IN	_	13	prep	_	_
16	camps	camp	NOUN	NNS	_	15	pobj	_	_
17	too	too	ADV	RB	_	13	advmod	_	_
18	..	..	PUNCT	.	_	1	punct	_	_

# text = God works differently
1	God	God	PROPN	NNP	_	2	nsubj	_	_
2	works	work	VERB	VBZ	_	0	ROOT	_	_
3	differently	differently	ADV	RB	_	2	advmod	_	_"
@Hippo_Drones If it's coronavirus you'll probably be ok. I hope it's not manflu. Don't go into the light.,positive,"# text = @Hippo_Drones
1	@Hippo_Drones	@hippo_drone	NOUN	NNS	_	0	ROOT	_	_

# text = If it's coronavirus you'll probably be ok.
1	If	if	SCONJ	IN	_	3	mark	_	_
2	it	it	PRON	PRP	_	3	nsubj	_	_
3	's	be	AUX	VBZ	_	8	advcl	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	attr	_	_
5	you	you	PRON	PRP	_	8	nsubj	_	_
6	'll	will	AUX	MD	_	8	aux	_	_
7	probably	probably	ADV	RB	_	8	advmod	_	_
8	be	be	AUX	VB	_	0	ROOT	_	_
9	ok	ok	ADJ	JJ	_	8	acomp	_	_
10	.	.	PUNCT	.	_	8	punct	_	_

# text = I hope it's not manflu.
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	hope	hope	VERB	VBP	_	0	ROOT	_	_
3	it	it	PRON	PRP	_	4	nsubj	_	_
4	's	be	AUX	VBZ	_	2	ccomp	_	_
5	not	not	PART	RB	_	4	neg	_	_
6	manflu	manflu	ADJ	JJ	_	4	acomp	_	_
7	.	.	PUNCT	.	_	2	punct	_	_

# text = Don't go into the light.
1	Do	do	AUX	VB	_	3	aux	_	_
2	n't	not	PART	RB	_	3	neg	_	_
3	go	go	VERB	VB	_	0	ROOT	_	_
4	into	into	ADP	IN	_	3	prep	_	_
5	the	the	DET	DT	_	6	det	_	_
6	light	light	NOUN	NN	_	4	pobj	_	_
7	.	.	PUNCT	.	_	3	punct	_	_"
Shameful. Deadly coronavirus may already be in UK - top doctor warns,neutral,"# text = Shameful.
1	Shameful	shameful	ADJ	JJ	_	0	ROOT	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

# text = Deadly coronavirus may already be in UK - top doctor warns
1	Deadly	deadly	ADJ	JJ	_	2	amod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	5	nsubj	_	_
3	may	may	AUX	MD	_	5	aux	_	_
4	already	already	ADV	RB	_	5	advmod	_	_
5	be	be	AUX	VB	_	11	ccomp	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	UK	UK	PROPN	NNP	_	9	npadvmod	_	_
8	-	-	PUNCT	HYPH	_	9	punct	_	_
9	top	top	ADJ	JJ	_	10	amod	_	_
10	doctor	doctor	NOUN	NN	_	6	pobj	_	_
11	warns	warn	VERB	VBZ	_	0	ROOT	_	_"
Kobe died but the corona virus lives on,neutral,"# text = Kobe died but the corona virus lives on
1	Kobe	Kobe	PROPN	NNP	_	2	nsubj	_	_
2	died	die	VERB	VBD	_	0	ROOT	_	_
3	but	but	CCONJ	CC	_	2	cc	_	_
4	the	the	DET	DT	_	6	det	_	_
5	corona	corona	PROPN	NNP	_	6	compound	_	_
6	virus	virus	NOUN	NN	_	7	nsubj	_	_
7	lives	live	VERB	VBZ	_	2	conj	_	_
8	on	on	ADP	IN	_	7	prep	_	_"
Want to provide more information on #coronavirus to pupils and parents use the DFe Guidance;,positive,"# text = Want to provide more information on #coronavirus to pupils and parents use the DFe Guidance;
1	Want	want	VERB	VB	_	0	ROOT	_	_
2	to	to	PART	TO	_	3	aux	_	_
3	provide	provide	VERB	VB	_	1	xcomp	_	_
4	more	more	ADJ	JJR	_	5	amod	_	_
5	information	information	NOUN	NN	_	3	dobj	_	_
6	on	on	ADP	IN	_	3	prep	_	_
7	#	#	SYM	$	_	6	punct	_	_
8	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_
9	to	to	ADP	IN	_	3	prep	_	_
10	pupils	pupil	NOUN	NNS	_	9	pobj	_	_
11	and	and	CCONJ	CC	_	1	cc	_	_
12	parents	parent	NOUN	NNS	_	13	nsubj	_	_
13	use	use	VERB	VBP	_	1	conj	_	_
14	the	the	DET	DT	_	16	det	_	_
15	DFe	DFe	PROPN	NNP	_	16	compound	_	_
16	Guidance	Guidance	PROPN	NNP	_	13	dobj	_	_
17	;	;	PUNCT	:	_	1	punct	_	_"
This is why communism is anti-people and proved fragile in the long run. #CoronaVirus,negative,"# text = This is why communism is anti-people and proved fragile in the long run.
1	This	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	why	why	SCONJ	WRB	_	5	advmod	_	_
4	communism	communism	NOUN	NN	_	5	nsubj	_	_
5	is	be	AUX	VBZ	_	2	ccomp	_	_
6	anti	anti	ADJ	JJ	_	5	acomp	_	_
7	-	-	NOUN	NNS	_	5	attr	_	_
8	people	people	NOUN	NNS	_	5	attr	_	_
9	and	and	CCONJ	CC	_	5	cc	_	_
10	proved	prove	VERB	VBD	_	5	conj	_	_
11	fragile	fragile	ADJ	JJ	_	10	oprd	_	_
12	in	in	ADP	IN	_	10	prep	_	_
13	the	the	DET	DT	_	15	det	_	_
14	long	long	ADJ	JJ	_	15	amod	_	_
15	run	run	NOUN	NN	_	12	pobj	_	_
16	.	.	PUNCT	.	_	2	punct	_	_

# text = #CoronaVirus
1	#	#	SYM	$	_	2	nmod	_	_
2	CoronaVirus	CoronaVirus	PROPN	NNP	_	0	ROOT	_	_"
@Reuters ü§ìSo now you need to have the coronavirus to be let in? Confusing.,negative,"# text = @Reuters ü§ìSo now you need to have the coronavirus to be let in?
1	@Reuters	@reuters	VERB	VB	_	0	ROOT	_	_
2	ü§ìSo	ü§ìSo	PROPN	NNP	_	1	dobj	_	_
3	now	now	ADV	RB	_	5	advmod	_	_
4	you	you	PRON	PRP	_	5	nsubj	_	_
5	need	need	VERB	VBP	_	1	ccomp	_	_
6	to	to	PART	TO	_	7	aux	_	_
7	have	have	VERB	VB	_	5	xcomp	_	_
8	the	the	DET	DT	_	9	det	_	_
9	coronavirus	coronavirus	NOUN	NN	_	7	dobj	_	_
10	to	to	PART	TO	_	12	aux	_	_
11	be	be	AUX	VB	_	12	auxpass	_	_
12	let	let	VERB	VBN	_	9	relcl	_	_
13	in	in	ADP	RP	_	12	prt	_	_
14	?	?	PUNCT	.	_	5	punct	_	_

# text = Confusing.
1	Confusing	confusing	ADJ	JJ	_	0	ROOT	_	_
2	.	.	PUNCT	.	_	1	punct	_	_"
"Coronavirus cases continue to surge in S. Korea, top 4,200",positive,"# text = Coronavirus cases continue to surge in S. Korea, top 4,200
1	Coronavirus	coronavirus	NOUN	NN	_	2	compound	_	_
2	cases	case	NOUN	NNS	_	3	nsubj	_	_
3	continue	continue	VERB	VBP	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	surge	surge	VERB	VB	_	3	xcomp	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	S.	S.	PROPN	NNP	_	8	compound	_	_
8	Korea	Korea	PROPN	NNP	_	6	pobj	_	_
9	,	,	PUNCT	,	_	3	punct	_	_
10	top	top	ADJ	JJ	_	3	advcl	_	_
11	4,200	4,200	NUM	CD	_	10	dobj	_	_"
Coronavirus: Illegal trade of pangolins could have helped spread deadly virus. #corononavirus #pangolins,negative,"# text = Coronavirus: Illegal trade of pangolins could have helped spread deadly virus.
1	Coronavirus	coronavirus	NOUN	NN	_	9	npadvmod	_	_
2	:	:	PUNCT	:	_	9	punct	_	_
3	Illegal	illegal	ADJ	JJ	_	4	amod	_	_
4	trade	trade	NOUN	NN	_	9	nsubj	_	_
5	of	of	ADP	IN	_	4	prep	_	_
6	pangolins	pangolin	NOUN	NNS	_	5	pobj	_	_
7	could	could	AUX	MD	_	9	aux	_	_
8	have	have	AUX	VB	_	9	aux	_	_
9	helped	help	VERB	VBN	_	0	ROOT	_	_
10	spread	spread	VERB	VB	_	9	xcomp	_	_
11	deadly	deadly	ADJ	JJ	_	12	amod	_	_
12	virus	virus	NOUN	NN	_	10	dobj	_	_
13	.	.	PUNCT	.	_	9	punct	_	_

# text = #corononavirus #pangolins
1	#	#	SYM	$	_	2	nmod	_	_
2	corononavirus	corononavirus	NOUN	NN	_	3	compound	_	_
3	#	#	SYM	$	_	4	poss	_	_
4	pangolins	pangolin	NOUN	NNS	_	0	ROOT	_	_"
